nameWithOwner,Url,Estrelas,Idade (anos),Número de releases,CBO Median,DIT Max,LCOM Median,LOC Total
nanchen2251/RxJava2Examples,https://github.com/nanchen2251/RxJava2Examples.git,2855.0,5.74,0.0,2.0,5,0.0,3713
fusesource/mqtt-client,https://github.com/fusesource/mqtt-client.git,1251.0,11.24,0.0,3.0,4,1.0,4568
eclipse/paho.mqtt.java,https://github.com/eclipse/paho.mqtt.java.git,1837.0,7.24,7.0,3.0,6,1.0,32562
EleTeam/Shop-for-JavaWeb,https://github.com/EleTeam/Shop-for-JavaWeb.git,371.0,7.01,0.0,5.0,4,3.0,28192
SonarSource/sonar-java,https://github.com/SonarSource/sonar-java.git,996.0,10.53,87.0,2.0,20,0.0,202391
briandilley/jsonrpc4j,https://github.com/briandilley/jsonrpc4j.git,986.0,9.4,1.0,3.0,4,0.0,6752
binarywang/weixin-java-mp-demo,https://github.com/binarywang/weixin-java-mp-demo.git,1654.0,6.38,0.0,6.0,2,0.0,399
woowacourse-precourse/java-onboarding,https://github.com/woowacourse-precourse/java-onboarding.git,111.0,0.41,0.0,0.0,1,0.0,202
googlemaps/google-maps-services-java,https://github.com/googlemaps/google-maps-services-java.git,1589.0,8.58,53.0,2.0,6,0.5,8808
helidon-io/helidon,https://github.com/helidon-io/helidon.git,2974.0,4.55,70.0,4.0,28,1.0,293813
aliyun/aliyun-oss-java-sdk,https://github.com/aliyun/aliyun-oss-java-sdk.git,1124.0,7.62,41.0,3.0,5,0.0,72356
soumyadip007/Java-JavaFx-Swing-Projects-Desktop-Application-GUI-Software,https://github.com/soumyadip007/Java-JavaFx-Swing-Projects-Desktop-Application-GUI-Software.git,398.0,4.39,0.0,1.0,6,0.0,7760
rybalkinsd/atom,https://github.com/rybalkinsd/atom.git,310.0,6.48,0.0,2.0,4,0.0,3019
natural/java2python,https://github.com/natural/java2python.git,531.0,11.12,0.0,0.0,2,0.0,1450
redis/jedis,https://github.com/redis/jedis.git,10963.0,12.76,74.0,3.0,7,1.0,61143
yangfuhai/ASimpleCache,https://github.com/yangfuhai/ASimpleCache.git,3667.0,9.63,0.0,2.0,2,0.0,1993
echoTheLiar/JavaCodeAcc,https://github.com/echoTheLiar/JavaCodeAcc.git,579.0,5.98,0.0,1.0,4,0.0,1595
onblog/JavaMonitor,https://github.com/onblog/JavaMonitor.git,493.0,4.33,4.0,3.0,4,0.0,1738
egzosn/pay-java-parent,https://github.com/egzosn/pay-java-parent.git,2310.0,6.83,21.0,2.0,4,3.0,17199
CSPF-Founder/JavaVulnerableLab,https://github.com/CSPF-Founder/JavaVulnerableLab.git,211.0,8.19,1.0,5.0,2,6.0,578
elastic/elasticsearch,https://github.com/elastic/elasticsearch.git,63038.0,13.1,108.0,5.0,176,1.0,1910602
rsocket/rsocket-java,https://github.com/rsocket/rsocket-java.git,2248.0,7.69,85.0,5.0,17,1.0,41082
influxdata/influxdb-java,https://github.com/influxdata/influxdb-java.git,1117.0,8.87,1.0,2.0,36,0.0,10293
appium/java-client,https://github.com/appium/java-client.git,1044.0,8.94,57.0,4.0,33,0.0,13584
eclipsesource/J2V8,https://github.com/eclipsesource/J2V8.git,2347.0,8.61,0.0,3.0,6,0.0,20876
amitshekhariitbhu/RxJava2-Android-Samples,https://github.com/amitshekhariitbhu/RxJava2-Android-Samples.git,4967.0,6.55,0.0,2.0,3,0.0,3992
android-async-http/android-async-http,https://github.com/android-async-http/android-async-http.git,10644.0,12.07,3.0,4.0,5,3.0,7620
Y4tacker/JavaSec,https://github.com/Y4tacker/JavaSec.git,896.0,1.41,0.0,2.0,2,0.0,827
msgpack/msgpack-java,https://github.com/msgpack/msgpack-java.git,1337.0,11.71,1.0,2.0,17,0.0,10704
vdurmont/emoji-java,https://github.com/vdurmont/emoji-java.git,2518.0,8.48,19.0,2.0,1,1.0,1311
WritingMinds/ffmpeg-android-java,https://github.com/WritingMinds/ffmpeg-android-java.git,3227.0,8.51,8.0,1.0,3,1.0,1306
jtablesaw/tablesaw,https://github.com/jtablesaw/tablesaw.git,3173.0,7.2,79.0,4.0,6,1.0,47818
soot-oss/soot,https://github.com/soot-oss/soot.git,2531.0,10.74,1.0,4.0,11,1.0,438200
apereo/java-cas-client,https://github.com/apereo/java-cas-client.git,844.0,11.02,16.0,3.0,6,0.0,7420
in28minutes/JavaWebApplicationStepByStep,https://github.com/in28minutes/JavaWebApplicationStepByStep.git,495.0,7.23,0.0,5.0,2,0.0,131
caoxinyu/RedisClient,https://github.com/caoxinyu/RedisClient.git,2376.0,8.84,4.0,2.0,4,0.0,13418
rabbitmq/rabbitmq-java-client,https://github.com/rabbitmq/rabbitmq-java-client.git,1140.0,12.48,177.0,3.0,7,0.0,30516
notnoop/java-apns,https://github.com/notnoop/java-apns.git,1783.0,13.33,5.0,3.0,5,1.0,5530
tobato/FastDFS_Client,https://github.com/tobato/FastDFS_Client.git,1458.0,7.21,0.0,3.5,6,0.0,4856
Kong/unirest-java,https://github.com/Kong/unirest-java.git,2415.0,11.93,33.0,4.0,7,1.0,13754
BruceEckel/OnJava8-Examples,https://github.com/BruceEckel/OnJava8-Examples.git,2724.0,7.9,3.0,1.0,11,0.0,23135
addthis/stream-lib,https://github.com/addthis/stream-lib.git,2241.0,12.0,0.0,3.0,6,3.0,8481
rengwuxian/RxJavaSamples,https://github.com/rengwuxian/RxJavaSamples.git,3963.0,6.98,3.0,3.0,3,0.0,1001
dcm4che/dcm4che,https://github.com/dcm4che/dcm4che.git,981.0,12.5,49.0,3.0,13,1.0,59564
RichardWarburton/java-8-lambdas-exercises,https://github.com/RichardWarburton/java-8-lambdas-exercises.git,1772.0,9.09,0.0,2.0,4,0.0,3486
otale/tale,https://github.com/otale/tale.git,4829.0,6.05,9.0,3.0,3,0.0,2846
datastax/java-driver,https://github.com/datastax/java-driver.git,1285.0,10.32,13.0,5.0,25,1.0,110428
aimacode/aima-java,https://github.com/aimacode/aima-java.git,1467.0,8.01,3.0,4.0,14,0.0,54325
amitshekhariitbhu/from-java-to-kotlin,https://github.com/amitshekhariitbhu/from-java-to-kotlin.git,5863.0,5.82,0.0,0.5,1,0.0,37
hub4j/github-api,https://github.com/hub4j/github-api.git,983.0,12.91,44.0,4.0,29,1.0,28018
ScottOaks/JavaPerformanceTuning,https://github.com/ScottOaks/JavaPerformanceTuning.git,624.0,9.0,0.0,0.0,182,0.0,71551
zeromq/jeromq,https://github.com/zeromq/jeromq.git,2190.0,10.62,0.0,4.0,13,0.0,49568
prometheus/client_java,https://github.com/prometheus/client_java.git,1934.0,10.11,34.0,3.0,4,0.0,14117
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot.git,66112.0,10.4,163.0,4.0,13,0.0,311792
aliyun/aliyun-openapi-java-sdk,https://github.com/aliyun/aliyun-openapi-java-sdk.git,1342.0,7.65,0.0,3.0,5,11.0,4041209
qos-ch/slf4j,https://github.com/qos-ch/slf4j.git,2103.0,13.57,0.0,3.0,6,1.0,12012
phith0n/JavaThings,https://github.com/phith0n/JavaThings.git,1247.0,2.65,0.0,4.0,2,1.0,657
yasserg/crawler4j,https://github.com/yasserg/crawler4j.git,4369.0,11.2,3.0,4.0,3,1.0,4736
socketio/socket.io-client-java,https://github.com/socketio/socket.io-client-java.git,5086.0,9.88,5.0,1.0,4,0.0,5646
NanoHttpd/nanohttpd,https://github.com/NanoHttpd/nanohttpd.git,6550.0,10.59,3.0,3.0,16,1.0,7106
crossbario/autobahn-java,https://github.com/crossbario/autobahn-java.git,1491.0,11.48,7.0,2.0,5,0.0,7822
GoogleContainerTools/jib,https://github.com/GoogleContainerTools/jib.git,12607.0,5.14,145.0,5.0,5,0.0,34799
open-telemetry/opentelemetry-java,https://github.com/open-telemetry/opentelemetry-java.git,1470.0,4.05,52.0,5.0,13,1.0,59042
Azure/azure-sdk-for-java,https://github.com/Azure/azure-sdk-for-java.git,1809.0,11.27,1000.0,4.0,66,1.0,3247150
mongodb/mongo-java-driver,https://github.com/mongodb/mongo-java-driver.git,2535.0,14.16,130.0,5.0,13,1.0,130941
ben-manes/caffeine,https://github.com/ben-manes/caffeine.git,13299.0,8.25,65.0,3.0,22,0.0,74951
JustinSDK/JavaSE6Tutorial,https://github.com/JustinSDK/JavaSE6Tutorial.git,922.0,9.29,0.0,0.0,6,0.0,5482
chenjiabing666/JavaFamily,https://github.com/chenjiabing666/JavaFamily.git,575.0,2.25,0.0,3.0,2,0.0,1803
javadevjournal/javadevjournal,https://github.com/javadevjournal/javadevjournal.git,380.0,4.93,0.0,2.0,4,0.0,9965
OpenFeign/feign,https://github.com/OpenFeign/feign.git,8679.0,9.72,28.0,3.0,92,0.0,30656
libgdx/libgdx,https://github.com/libgdx/libgdx.git,21225.0,10.59,9.0,3.0,49,0.0,276858
jacoco/jacoco,https://github.com/jacoco/jacoco.git,3554.0,10.68,44.0,3.0,7,0.0,33298
Vedenin/useful-java-links,https://github.com/Vedenin/useful-java-links.git,5470.0,7.09,0.0,2.0,2,0.0,5964
bcgit/bc-java,https://github.com/bcgit/bc-java.git,1892.0,9.79,0.0,4.0,153,1.0,536152
gitblit-org/gitblit,https://github.com/gitblit-org/gitblit.git,2154.0,11.73,7.0,3.0,37,0.0,86922
DiUS/java-faker,https://github.com/DiUS/java-faker.git,4026.0,11.78,0.0,4.0,2,0.0,6710
byhieg/JavaTutorial,https://github.com/byhieg/JavaTutorial.git,632.0,6.21,0.0,1.0,2,0.0,5417
ChinaLHR/JavaQuarkBBS,https://github.com/ChinaLHR/JavaQuarkBBS.git,848.0,5.63,0.0,5.0,4,0.5,3484
shekhargulati/java8-the-missing-tutorial,https://github.com/shekhargulati/java8-the-missing-tutorial.git,1566.0,7.32,0.0,1.0,4,0.0,479
0opslab/opslabJutil,https://github.com/0opslab/opslabJutil.git,847.0,7.76,5.0,2.0,3,10.0,11117
dromara/hutool,https://github.com/dromara/hutool.git,25670.0,8.92,129.0,3.0,11,1.0,116522
dunwu/javacore,https://github.com/dunwu/javacore.git,2701.0,5.57,0.0,1.0,5,0.0,20233
searchbox-io/Jest,https://github.com/searchbox-io/Jest.git,2120.0,10.82,0.0,4.0,16,1.0,17784
VerbalExpressions/JavaVerbalExpressions,https://github.com/VerbalExpressions/JavaVerbalExpressions.git,2589.0,9.64,9.0,4.0,2,3.5,1213
moquette-io/moquette,https://github.com/moquette-io/moquette.git,2091.0,8.45,8.0,4.0,4,0.0,12282
google/android-classyshark,https://github.com/google/android-classyshark.git,7275.0,7.43,17.0,2.0,7,1.0,8714
fabric8io/kubernetes-client,https://github.com/fabric8io/kubernetes-client.git,2895.0,7.69,94.0,24.0,6,14.0,234458
happyfish100/fastdfs-client-java,https://github.com/happyfish100/fastdfs-client-java.git,1541.0,8.27,0.0,3.0,3,0.0,5781
alibaba/p3c,https://github.com/alibaba/p3c.git,28898.0,5.73,0.0,4.0,4,1.0,3457
oldmanpushcart/greys-anatomy,https://github.com/oldmanpushcart/greys-anatomy.git,3924.0,10.31,0.0,3.0,4,0.0,10774
phishman3579/java-algorithms-implementation,https://github.com/phishman3579/java-algorithms-implementation.git,4203.0,9.32,0.0,3.0,41,0.0,31758
GoogleCloudPlatform/java-docs-samples,https://github.com/GoogleCloudPlatform/java-docs-samples.git,1533.0,7.97,1.0,6.0,5,1.0,80513
kaushikgopal/RxJava-Android-Samples,https://github.com/kaushikgopal/RxJava-Android-Samples.git,7548.0,8.65,0.0,3.0,4,3.0,2633
auth0/java-jwt,https://github.com/auth0/java-jwt.git,5148.0,9.02,43.0,3.5,6,1.0,8775
cloudfoundry/java-buildpack,https://github.com/cloudfoundry/java-buildpack.git,422.0,9.86,107.0,0.0,1,0.0,2
hellokaton/30-seconds-of-java8,https://github.com/hellokaton/30-seconds-of-java8.git,2225.0,5.12,0.0,1.0,2,0.0,777
square/retrofit,https://github.com/square/retrofit.git,41269.0,12.52,0.0,3.0,16,0.0,26747
ronmamo/reflections,https://github.com/ronmamo/reflections.git,4421.0,9.91,3.0,1.0,5,0.0,4931
zxing/zxing,https://github.com/zxing/zxing.git,30769.0,11.43,29.0,4.0,6,0.0,39611
Beerkay/JavaMultiThreading,https://github.com/Beerkay/JavaMultiThreading.git,592.0,8.75,0.0,1.0,3,0.0,1285
hellokaton/learn-java8,https://github.com/hellokaton/learn-java8.git,1326.0,5.1,0.0,1.0,3,0.0,2443
tronprotocol/java-tron,https://github.com/tronprotocol/java-tron.git,3289.0,5.22,71.0,9.0,64,0.0,232048
bytedeco/javacpp,https://github.com/bytedeco/javacpp.git,4064.0,8.9,9.0,4.0,13,0.0,25716
junit-team/junit4,https://github.com/junit-team/junit4.git,8418.0,14.17,13.0,3.0,13,0.0,32915
kevinsawicki/http-request,https://github.com/kevinsawicki/http-request.git,3295.0,11.4,0.0,2.0,9,0.0,4876
qiyuangong/leetcode,https://github.com/qiyuangong/leetcode.git,4716.0,7.0,0.0,2.0,2,0.0,252
in28minutes/JavaInterviewQuestionsAndAnswers,https://github.com/in28minutes/JavaInterviewQuestionsAndAnswers.git,743.0,7.12,0.0,0.0,5,0.0,2744
apache/pinot,https://github.com/apache/pinot.git,4459.0,8.82,16.0,5.0,32,1.0,358840
javagrowing/JGrowing,https://github.com/javagrowing/JGrowing.git,4417.0,4.05,0.0,1.0,1,1.0,329
querydsl/querydsl,https://github.com/querydsl/querydsl.git,4178.0,11.61,34.0,3.0,28,0.0,98628
docker-java/docker-java,https://github.com/docker-java/docker-java.git,2505.0,8.78,46.0,5.0,6,1.0,29106
javamelody/javamelody,https://github.com/javamelody/javamelody.git,2783.0,7.73,46.0,3.0,98,1.0,50450
mercyblitz/jsr,https://github.com/mercyblitz/jsr.git,1979.0,5.65,0.0,1.0,1,0.0,3
Blankj/awesome-java-leetcode,https://github.com/Blankj/awesome-java-leetcode.git,8515.0,5.91,0.0,2.0,1,1.0,1772
javalin/javalin,https://github.com/javalin/javalin.git,6376.0,5.95,0.0,3.0,4,0.0,1670
jboss-javassist/javassist,https://github.com/jboss-javassist/javassist.git,3783.0,9.81,21.0,1.0,19,0.0,82714
brianway/java-learning,https://github.com/brianway/java-learning.git,4101.0,7.1,0.0,1.0,4,0.0,10984
aws/aws-sdk-java,https://github.com/aws/aws-sdk-java.git,3912.0,12.98,0.0,6.0,10,1.0,1008343
scribejava/scribejava,https://github.com/scribejava/scribejava.git,5338.0,12.52,9.0,3.0,6,1.0,12671
enhorse/java-interview,https://github.com/enhorse/java-interview.git,3771.0,5.86,0.0,1.0,3,0.0,247
code4craft/webmagic,https://github.com/code4craft/webmagic.git,10755.0,9.89,23.0,4.0,9,1.0,8676
go-cqhttp/java,https://github.com/go-cqhttp/java.git,174.0,5.37,0.0,3.0,4,0.0,2424
JavaCourse00/JavaCourseCodes,https://github.com/JavaCourse00/JavaCourseCodes.git,589.0,2.38,0.0,1.0,3,0.0,11438
h2pl/Java-Tutorial,https://github.com/h2pl/Java-Tutorial.git,5811.0,4.87,0.0,0.0,1,0.0,8
shopizer-ecommerce/shopizer,https://github.com/shopizer-ecommerce/shopizer.git,3010.0,10.31,18.0,4.0,6,2.0,53577
testcontainers/testcontainers-java,https://github.com/testcontainers/testcontainers-java.git,6896.0,7.93,61.0,5.0,13,0.0,24204
hamcrest/JavaHamcrest,https://github.com/hamcrest/JavaHamcrest.git,2031.0,10.95,7.0,4.0,7,1.0,6350
coderbruis/JavaSourceCodeLearning,https://github.com/coderbruis/JavaSourceCodeLearning.git,2777.0,2.78,0.0,2.0,3,0.0,6045
mrdear/JavaWEB,https://github.com/mrdear/JavaWEB.git,830.0,6.65,0.0,3.0,3,0.0,9761
graphql-java/graphql-java,https://github.com/graphql-java/graphql-java.git,5763.0,7.69,49.0,5.0,6,1.0,58179
TooTallNate/Java-WebSocket,https://github.com/TooTallNate/Java-WebSocket.git,9630.0,13.15,14.0,2.0,7,3.5,14502
jfinal/jfinal,https://github.com/jfinal/jfinal.git,3190.0,10.89,0.0,3.0,9,1.0,31852
CarpenterLee/JavaLambdaInternals,https://github.com/CarpenterLee/JavaLambdaInternals.git,1942.0,6.42,0.0,3.0,1,15.0,253
google/google-java-format,https://github.com/google/google-java-format.git,4890.0,7.84,18.0,3.5,6,1.0,12431
stleary/JSON-java,https://github.com/stleary/JSON-java.git,4220.0,12.23,17.0,1.0,5,1.0,10445
java-decompiler/jd-gui,https://github.com/java-decompiler/jd-gui.git,12282.0,7.98,18.0,3.0,15,1.0,19309
realm/realm-java,https://github.com/realm/realm-java.git,11365.0,10.9,0.0,2.0,16,0.0,109889
json-path/JsonPath,https://github.com/json-path/JsonPath.git,7744.0,12.14,8.0,3.0,13,0.0,16721
java-native-access/jna,https://github.com/java-native-access/jna.git,7707.0,11.88,0.0,3.0,122,0.0,105956
javaparser/javaparser,https://github.com/javaparser/javaparser.git,4604.0,11.38,40.0,5.0,20,1.0,132815
google/gson,https://github.com/google/gson.git,21934.0,7.99,6.0,2.0,7,0.0,32896
crossoverJie/JCSprout,https://github.com/crossoverJie/JCSprout.git,26951.0,5.24,0.0,1.0,4,0.0,4399
chanjarster/weixin-java-tools,https://github.com/chanjarster/weixin-java-tools.git,2707.0,8.57,21.0,3.0,5,1.0,12011
jenkins-docs/simple-java-maven-app,https://github.com/jenkins-docs/simple-java-maven-app.git,345.0,5.47,0.0,1.0,1,1.0,22
bytedeco/javacv,https://github.com/bytedeco/javacv.git,6501.0,8.9,9.0,4.0,13,1.0,26674
mthli/Java,https://github.com/mthli/Java.git,128.0,9.0,0.0,1.0,8,0.0,18556
jwtk/jjwt,https://github.com/jwtk/jjwt.git,8920.0,8.5,0.0,3.0,8,1.0,5254
FanZeros/java,https://github.com/FanZeros/java.git,155.0,2.26,0.0,0.0,6,0.0,3564
mrniko/netty-socketio,https://github.com/mrniko/netty-socketio.git,6136.0,11.17,6.0,3.0,5,0.0,5742
square/javapoet,https://github.com/square/javapoet.git,10106.0,10.12,0.0,2.0,5,0.0,7520
mybatis/mybatis-3,https://github.com/mybatis/mybatis-3.git,18275.0,10.08,40.0,2.0,7,0.0,54183
quarkusio/quarkus,https://github.com/quarkusio/quarkus.git,11498.0,4.69,222.0,4.0,16,0.0,650132
grpc/grpc-java,https://github.com/grpc/grpc-java.git,10415.0,8.27,137.0,3.0,16,0.0,223975
kunal-kushwaha/DSA-Bootcamp-Java,https://github.com/kunal-kushwaha/DSA-Bootcamp-Java.git,11040.0,1.63,0.0,1.0,3,1.0,5095
alibaba/arthas,https://github.com/alibaba/arthas.git,31951.0,4.54,47.0,3.0,14,1.0,40329
javaee-samples/javaee7-samples,https://github.com/javaee-samples/javaee7-samples.git,2507.0,9.55,0.0,4.0,4,0.0,18413
learning-zone/java-basics,https://github.com/learning-zone/java-basics.git,1270.0,4.03,0.0,1.0,3,0.0,6404
java8/Java8InAction,https://github.com/java8/Java8InAction.git,3124.0,9.38,0.0,1.0,3,0.0,3724
XU-ZHOU/Java,https://github.com/XU-ZHOU/Java.git,173.0,3.87,0.0,0.0,1,0.0,905
skylot/jadx,https://github.com/skylot/jadx.git,33733.0,9.99,27.0,3.0,21,0.0,103616
Firebasky/Java,https://github.com/Firebasky/Java.git,527.0,2.23,0.0,2.0,2,0.0,2814
17mon/java,https://github.com/17mon/java.git,207.0,8.32,0.0,2.0,1,19.5,319
google/guava,https://github.com/google/guava.git,46996.0,8.8,35.0,2.0,66,0.0,263155
ReactiveX/RxJava,https://github.com/ReactiveX/RxJava.git,46864.0,10.18,231.0,1.0,26,0.0,369970
lenve/JavaEETest,https://github.com/lenve/JavaEETest.git,3256.0,6.25,0.0,3.0,2,0.0,2293
tensorflow/java,https://github.com/tensorflow/java.git,608.0,3.51,8.0,8.0,7,0.0,486331
bottleleung/Java,https://github.com/bottleleung/Java.git,384.0,9.17,0.0,3.0,14,0.0,5716
iluwatar/java-design-patterns,https://github.com/iluwatar/java-design-patterns.git,80290.0,8.6,0.0,3.0,6,0.0,32511
winterbe/java8-tutorial,https://github.com/winterbe/java8-tutorial.git,16204.0,9.0,0.0,1.0,1,0.0,2081
thaycacac/java,https://github.com/thaycacac/java.git,155.0,4.93,0.0,1.0,6,0.0,38743
joeyajames/Java,https://github.com/joeyajames/Java.git,208.0,7.25,0.0,1.0,1,0.0,633
structurizr/java,https://github.com/structurizr/java.git,884.0,8.76,79.0,3.0,5,1.0,15596
sous-chefs/java,https://github.com/sous-chefs/java.git,376.0,11.0,45.0,0.0,1,0.0,18
exercism/java,https://github.com/exercism/java.git,555.0,9.04,0.0,2.0,4,0.0,14821
chenhaoxiang/Java,https://github.com/chenhaoxiang/Java.git,1008.0,6.89,0.0,2.0,6,0.0,8638
json-iterator/java,https://github.com/json-iterator/java.git,1428.0,6.28,4.0,2.0,6,0.0,20758
bjmashibing/java,https://github.com/bjmashibing/java.git,645.0,3.4,0.0,1.0,4,0.0,25340
pubnub/java,https://github.com/pubnub/java.git,584.0,10.06,65.0,5.0,7,0.0,25042
gaopu/Java,https://github.com/gaopu/Java.git,1380.0,8.32,0.0,1.0,6,0.0,3119
hmkcode/Java,https://github.com/hmkcode/Java.git,706.0,9.91,0.0,2.0,2,0.0,1251
HelloWorld521/Java,https://github.com/HelloWorld521/Java.git,2444.0,6.27,0.0,2.0,5,1.0,2697
DuGuQiuBai/Java,https://github.com/DuGuQiuBai/Java.git,10849.0,7.3,0.0,0.0,6,0.0,10966
TheAlgorithms/Java,https://github.com/TheAlgorithms/Java.git,50719.0,6.66,0.0,2.0,4,1.0,28925
