nameWithOwner,Url,Estrelas,Idade (anos),Número de releases,CBO Median,DIT Max,LCOM Median,LOC Total
DuGuQiuBai/Java,https://github.com/DuGuQiuBai/Java.git,10849.0,7.3,0.0,0.0,6,0.0,10774
